"Име на български език","Показател","Мерна единица","Дата","средноденонощна  стойност"
"София - Хиподрума","PM2.5","ug/m3","30.01.2014","82.15268707275391"
"София - Хиподрума","PM2.5","ug/m3","31.01.2014","21.26303672790527"
"София - Хиподрума","PM2.5","ug/m3","01.02.2014","16.13249778747559"
"София - Хиподрума","PM2.5","ug/m3","02.02.2014","14.15499687194824"
"София - Хиподрума","PM2.5","ug/m3","03.02.2014","9.232842445373535"
"София - Хиподрума","PM2.5","ug/m3","04.02.2014","24.49982833862305"
"София - Хиподрума","PM2.5","ug/m3","05.02.2014","46.68646621704102"
"София - Хиподрума","PM2.5","ug/m3","06.02.2014","132.5210266113281"
"София - Хиподрума","PM2.5","ug/m3","07.02.2014","137.1298828125"
"София - Хиподрума","PM2.5","ug/m3","08.02.2014","95.18014526367188"
"София - Хиподрума","PM2.5","ug/m3","09.02.2014","39.20087814331055"
"София - Хиподрума","PM2.5","ug/m3","10.02.2014","10.38735961914062"
"София - Хиподрума","PM2.5","ug/m3","11.02.2014","20.78854179382324"
"София - Хиподрума","PM2.5","ug/m3","12.02.2014","25.11326789855957"
"София - Хиподрума","PM2.5","ug/m3","13.02.2014","24.54139137268066"
"София - Хиподрума","PM2.5","ug/m3","14.02.2014","68.73448944091797"
"София - Хиподрума","PM2.5","ug/m3","15.02.2014","21.78852653503418"
"София - Хиподрума","PM2.5","ug/m3","16.02.2014","69.06736755371094"
"София - Хиподрума","PM2.5","ug/m3","17.02.2014","51.35709762573242"
"София - Хиподрума","PM2.5","ug/m3","18.02.2014","39.66274642944336"
"София - Хиподрума","PM2.5","ug/m3","19.02.2014","35.85507965087891"
"София - Хиподрума","PM2.5","ug/m3","20.02.2014","34.45134353637695"
"София - Хиподрума","PM2.5","ug/m3","21.02.2014","40.07309341430664"
"София - Хиподрума","PM2.5","ug/m3","22.02.2014","41.32412719726562"
"София - Хиподрума","PM2.5","ug/m3","23.02.2014","22.1651611328125"
"София - Хиподрума","PM2.5","ug/m3","24.02.2014","9.968971252441406"
"София - Хиподрума","PM2.5","ug/m3","25.02.2014","23.58436012268066"
"София - Хиподрума","PM2.5","ug/m3","26.02.2014","46.26519012451172"
"София - Хиподрума","PM2.5","ug/m3","27.02.2014","42.82868957519531"
"София - Хиподрума","PM2.5","ug/m3","28.02.2014","50.76895523071289"
"София - Хиподрума","PM2.5","ug/m3","01.03.2014","51.57790374755859"
"София - Хиподрума","PM2.5","ug/m3","02.03.2014","24.42954444885254"
"София - Хиподрума","PM2.5","ug/m3","03.03.2014","15.24321460723877"
"София - Хиподрума","PM2.5","ug/m3","04.03.2014","21.12856864929199"
"София - Хиподрума","PM2.5","ug/m3","05.03.2014","15.39971256256104"
"София - Хиподрума","PM2.5","ug/m3","06.03.2014","10.98718643188477"
"София - Хиподрума","PM2.5","ug/m3","07.03.2014","19.8537654876709"
"София - Хиподрума","PM2.5","ug/m3","08.03.2014","7.233725070953369"
"София - Хиподрума","PM2.5","ug/m3","09.03.2014","16.76582908630371"
"София - Хиподрума","PM2.5","ug/m3","10.03.2014","19.84575843811035"
"София - Хиподрума","PM2.5","ug/m3","11.03.2014","30.10848999023438"
"София - Хиподрума","PM2.5","ug/m3","12.03.2014","37.15966415405273"
"София - Хиподрума","PM2.5","ug/m3","13.03.2014","56.83232879638672"
"София - Хиподрума","PM2.5","ug/m3","14.03.2014","55.61549377441406"
"София - Хиподрума","PM2.5","ug/m3","15.03.2014","39.49615097045898"
"София - Хиподрума","PM2.5","ug/m3","16.03.2014","8.676464080810547"
"София - Хиподрума","PM2.5","ug/m3","17.03.2014","9.590575218200684"
"София - Хиподрума","PM2.5","ug/m3","18.03.2014","20.94275856018066"
"София - Хиподрума","PM2.5","ug/m3","19.03.2014","25.03203964233398"
"София - Хиподрума","PM2.5","ug/m3","20.03.2014","10.34158420562744"
"София - Хиподрума","PM2.5","ug/m3","21.03.2014","19.42123603820801"
"София - Хиподрума","PM2.5","ug/m3","22.03.2014","21.76627159118652"
"София - Хиподрума","PM2.5","ug/m3","23.03.2014","22.90541076660156"
"София - Хиподрума","PM2.5","ug/m3","24.03.2014","17.03222274780273"
"София - Хиподрума","PM2.5","ug/m3","25.03.2014","12.21903991699219"
"София - Хиподрума","PM2.5","ug/m3","26.03.2014","26.60787391662598"
"София - Хиподрума","PM2.5","ug/m3","27.03.2014","23.16316604614258"
"София - Хиподрума","PM2.5","ug/m3","28.03.2014","9.006229400634766"
"София - Хиподрума","PM2.5","ug/m3","29.03.2014","20.93947792053223"
"София - Хиподрума","PM2.5","ug/m3","30.03.2014","26.64148902893066"
"София - Хиподрума","PM2.5","ug/m3","31.03.2014","28.07781028747559"
"София - Хиподрума","PM2.5","ug/m3","01.04.2014","21.2283992767334"
"София - Хиподрума","PM2.5","ug/m3","02.04.2014","25.8558464050293"
"София - Хиподрума","PM2.5","ug/m3","03.04.2014","28.38616752624512"
"София - Хиподрума","PM2.5","ug/m3","04.04.2014","29.77114486694336"
"София - Хиподрума","PM2.5","ug/m3","05.04.2014","20.19365119934082"
"София - Хиподрума","PM2.5","ug/m3","06.04.2014","13.46778202056885"
"София - Хиподрума","PM2.5","ug/m3","07.04.2014","12.91513919830322"
"София - Хиподрума","PM2.5","ug/m3","08.04.2014","19.40111923217773"
"София - Хиподрума","PM2.5","ug/m3","09.04.2014","21.41979026794434"
"София - Хиподрума","PM2.5","ug/m3","10.04.2014","9.33687686920166"
"София - Хиподрума","PM2.5","ug/m3","11.04.2014","9.755864143371582"
"София - Хиподрума","PM2.5","ug/m3","12.04.2014","15.3538064956665"
"София - Хиподрума","PM2.5","ug/m3","13.04.2014","20.39695739746094"
"София - Хиподрума","PM2.5","ug/m3","14.04.2014","23.76468849182129"
"София - Хиподрума","PM2.5","ug/m3","15.04.2014","11.93909740447998"
"София - Хиподрума","PM2.5","ug/m3","16.04.2014","12.44329166412354"
"София - Хиподрума","PM2.5","ug/m3","17.04.2014","18.38856315612793"
"София - Хиподрума","PM2.5","ug/m3","18.04.2014","9.695771217346191"
"София - Хиподрума","PM2.5","ug/m3","19.04.2014","11.53965282440186"
"София - Хиподрума","PM2.5","ug/m3","20.04.2014","16.30508804321289"
"София - Хиподрума","PM2.5","ug/m3","21.04.2014","15.33634948730469"
"София - Хиподрума","PM2.5","ug/m3","22.04.2014","19.33786201477051"
"София - Хиподрума","PM2.5","ug/m3","23.04.2014","17.68854522705078"
"София - Хиподрума","PM2.5","ug/m3","24.04.2014","14.30029010772705"
"София - Хиподрума","PM2.5","ug/m3","25.04.2014","8.859208106994629"
"София - Хиподрума","PM2.5","ug/m3","26.04.2014","8.481869697570801"
"София - Хиподрума","PM2.5","ug/m3","27.04.2014","12.97015285491943"
"София - Хиподрума","PM2.5","ug/m3","28.04.2014","16.28311538696289"
"София - Хиподрума","PM2.5","ug/m3","29.04.2014","11.37361431121826"
"София - Хиподрума","PM2.5","ug/m3","30.04.2014","6.772878170013428"
"София - Хиподрума","PM2.5","ug/m3","01.05.2014","10.05900478363037"
"София - Хиподрума","PM2.5","ug/m3","02.05.2014","10.03428363800049"
"София - Хиподрума","PM2.5","ug/m3","03.05.2014","13.80008792877197"
"София - Хиподрума","PM2.5","ug/m3","04.05.2014","5.172538280487061"
"София - Хиподрума","PM2.5","ug/m3","05.05.2014","7.650311470031738"
"София - Хиподрума","PM2.5","ug/m3","06.05.2014","8.236810684204102"
"София - Хиподрума","PM2.5","ug/m3","07.05.2014","11.15892791748047"
"София - Хиподрума","PM2.5","ug/m3","08.05.2014","17.74532127380371"
"София - Хиподрума","PM2.5","ug/m3","09.05.2014","12.61090564727783"
"София - Хиподрума","PM2.5","ug/m3","10.05.2014","8.854765892028809"
"София - Хиподрума","PM2.5","ug/m3","11.05.2014","8.262554168701172"
"София - Хиподрума","PM2.5","ug/m3","12.05.2014","8.070052146911621"
"София - Хиподрума","PM2.5","ug/m3","13.05.2014","7.518280982971191"
"София - Хиподрума","PM2.5","ug/m3","14.05.2014","8.290379524230957"
"София - Хиподрума","PM2.5","ug/m3","15.05.2014","2.485136270523071"
"София - Хиподрума","PM2.5","ug/m3","16.05.2014","4.479293823242188"
"София - Хиподрума","PM2.5","ug/m3","17.05.2014","4.638657569885254"
"София - Хиподрума","PM2.5","ug/m3","18.05.2014","0"
"София - Хиподрума","PM2.5","ug/m3","19.05.2014","0"
"София - Хиподрума","PM2.5","ug/m3","20.05.2014","10.78635120391846"
"София - Хиподрума","PM2.5","ug/m3","21.05.2014","12.82211112976074"
"София - Хиподрума","PM2.5","ug/m3","22.05.2014","11.2973108291626"
"София - Хиподрума","PM2.5","ug/m3","23.05.2014","12.2012300491333"
"София - Хиподрума","PM2.5","ug/m3","24.05.2014","15.51994132995605"
"София - Хиподрума","PM2.5","ug/m3","25.05.2014","12.8684139251709"
"София - Хиподрума","PM2.5","ug/m3","26.05.2014","13.69388771057129"
"София - Хиподрума","PM2.5","ug/m3","27.05.2014","8.359781265258789"
"София - Хиподрума","PM2.5","ug/m3","28.05.2014","9.389275550842285"
"София - Хиподрума","PM2.5","ug/m3","29.05.2014","8.656681060791016"
"София - Хиподрума","PM2.5","ug/m3","30.05.2014","9.950173377990723"
"София - Хиподрума","PM2.5","ug/m3","31.05.2014","7.204984664916992"
"София - Хиподрума","PM2.5","ug/m3","01.06.2014","8.268092155456543"
"София - Хиподрума","PM2.5","ug/m3","02.06.2014","7.21940803527832"
"София - Хиподрума","PM2.5","ug/m3","03.06.2014","11.54532909393311"
"София - Хиподрума","PM2.5","ug/m3","04.06.2014","11.74921798706055"
"София - Хиподрума","PM2.5","ug/m3","05.06.2014","31.05406379699707"
"София - Хиподрума","PM2.5","ug/m3","06.06.2014","18.85663604736328"
"София - Хиподрума","PM2.5","ug/m3","07.06.2014","11.30996894836426"
"София - Хиподрума","PM2.5","ug/m3","08.06.2014","9.674542427062988"
"София - Хиподрума","PM2.5","ug/m3","09.06.2014","12.84972286224365"
"София - Хиподрума","PM2.5","ug/m3","10.06.2014","13.12479305267334"
"София - Хиподрума","PM2.5","ug/m3","11.06.2014","13.5138578414917"
"София - Хиподрума","PM2.5","ug/m3","12.06.2014","13.22258377075195"
"София - Хиподрума","PM2.5","ug/m3","13.06.2014","11.75734424591064"
"София - Хиподрума","PM2.5","ug/m3","14.06.2014","11.68339347839355"
"София - Хиподрума","PM2.5","ug/m3","15.06.2014","9.74775218963623"
"София - Хиподрума","PM2.5","ug/m3","16.06.2014","10.40700435638428"
"София - Хиподрума","PM2.5","ug/m3","17.06.2014","6.983129024505615"
"София - Хиподрума","PM2.5","ug/m3","18.06.2014","7.676404476165771"
"София - Хиподрума","PM2.5","ug/m3","19.06.2014","4.99827766418457"
"София - Хиподрума","PM2.5","ug/m3","20.06.2014","4.400052547454834"
"София - Хиподрума","PM2.5","ug/m3","21.06.2014","4.693071842193604"
"София - Хиподрума","PM2.5","ug/m3","22.06.2014","5.977258205413818"
"София - Хиподрума","PM2.5","ug/m3","23.06.2014","13.8236083984375"
"София - Хиподрума","PM2.5","ug/m3","24.06.2014","13.62894535064697"
"София - Хиподрума","PM2.5","ug/m3","25.06.2014","6.443539142608643"
"София - Хиподрума","PM2.5","ug/m3","26.06.2014","7.16313648223877"
"София - Хиподрума","PM2.5","ug/m3","27.06.2014","7.273186206817627"
"София - Хиподрума","PM2.5","ug/m3","28.06.2014","12.65160274505615"
"София - Хиподрума","PM2.5","ug/m3","29.06.2014","9.699297904968262"
"София - Хиподрума","PM2.5","ug/m3","30.06.2014","11.20219898223877"
"София - Хиподрума","PM2.5","ug/m3","01.07.2014","7.137874603271484"
"София - Хиподрума","PM2.5","ug/m3","02.07.2014","9.456961631774902"
"София - Хиподрума","PM2.5","ug/m3","03.07.2014","13.34012126922607"
"София - Хиподрума","PM2.5","ug/m3","04.07.2014","6.344299793243408"
"София - Хиподрума","PM2.5","ug/m3","05.07.2014","8.350719451904297"
"София - Хиподрума","PM2.5","ug/m3","06.07.2014","13.28048706054688"
"София - Хиподрума","PM2.5","ug/m3","07.07.2014","16.58512878417969"
"София - Хиподрума","PM2.5","ug/m3","08.07.2014","0"
"София - Хиподрума","PM2.5","ug/m3","09.07.2014","0"
"София - Хиподрума","PM2.5","ug/m3","10.07.2014","8.141666412353516"
"София - Хиподрума","PM2.5","ug/m3","11.07.2014","5.084164142608643"
"София - Хиподрума","PM2.5","ug/m3","12.07.2014","5.593959808349609"
"София - Хиподрума","PM2.5","ug/m3","13.07.2014","9.683852195739746"
"София - Хиподрума","PM2.5","ug/m3","14.07.2014","7.269766330718994"
"София - Хиподрума","PM2.5","ug/m3","15.07.2014","9.948765754699707"
"София - Хиподрума","PM2.5","ug/m3","16.07.2014","10.67929077148438"
"София - Хиподрума","PM2.5","ug/m3","17.07.2014","11.27985286712646"
"София - Хиподрума","PM2.5","ug/m3","18.07.2014","14.58928871154785"
"София - Хиподрума","PM2.5","ug/m3","19.07.2014","12.80733299255371"
"София - Хиподрума","PM2.5","ug/m3","20.07.2014","13.18142890930176"
"София - Хиподрума","PM2.5","ug/m3","21.07.2014","15.22018527984619"
"София - Хиподрума","PM2.5","ug/m3","22.07.2014","8.969624519348145"
"София - Хиподрума","PM2.5","ug/m3","23.07.2014","0"
"София - Хиподрума","PM2.5","ug/m3","24.07.2014","0"
"София - Хиподрума","PM2.5","ug/m3","25.07.2014","9.35017204284668"
"София - Хиподрума","PM2.5","ug/m3","26.07.2014","14.01164245605469"
"София - Хиподрума","PM2.5","ug/m3","27.07.2014","14.94180011749268"
"София - Хиподрума","PM2.5","ug/m3","28.07.2014","16.08926391601562"
"София - Хиподрума","PM2.5","ug/m3","29.07.2014","9.606021881103516"
"София - Хиподрума","PM2.5","ug/m3","30.07.2014","13.74003124237061"
"София - Хиподрума","PM2.5","ug/m3","31.07.2014","17.57580757141113"
"София - Хиподрума","PM2.5","ug/m3","01.08.2014","7.891352653503418"
"София - Хиподрума","PM2.5","ug/m3","02.08.2014","8.564250946044922"
"София - Хиподрума","PM2.5","ug/m3","03.08.2014","11.74397850036621"
"София - Хиподрума","PM2.5","ug/m3","04.08.2014","15.64350891113281"
"София - Хиподрума","PM2.5","ug/m3","05.08.2014","24.60921859741211"
"София - Хиподрума","PM2.5","ug/m3","06.08.2014","21.10455131530762"
"София - Хиподрума","PM2.5","ug/m3","07.08.2014","0"
"София - Хиподрума","PM2.5","ug/m3","08.08.2014","18.9514331817627"
"София - Хиподрума","PM2.5","ug/m3","09.08.2014","17.62422180175781"
"София - Хиподрума","PM2.5","ug/m3","10.08.2014","18.30064392089844"
"София - Хиподрума","PM2.5","ug/m3","11.08.2014","20.07586479187012"
"София - Хиподрума","PM2.5","ug/m3","12.08.2014","19.9829044342041"
"София - Хиподрума","PM2.5","ug/m3","13.08.2014","21.04005241394043"
"София - Хиподрума","PM2.5","ug/m3","14.08.2014","25.30413627624512"
"София - Хиподрума","PM2.5","ug/m3","15.08.2014","20.70206832885742"
"София - Хиподрума","PM2.5","ug/m3","16.08.2014","19.4039192199707"
"София - Хиподрума","PM2.5","ug/m3","17.08.2014","13.26684093475342"
"София - Хиподрума","PM2.5","ug/m3","18.08.2014","8.935911178588867"
"София - Хиподрума","PM2.5","ug/m3","19.08.2014","15.00806522369385"
"София - Хиподрума","PM2.5","ug/m3","20.08.2014","21.43230628967285"
"София - Хиподрума","PM2.5","ug/m3","21.08.2014","0"
"София - Хиподрума","PM2.5","ug/m3","22.08.2014","0"
"София - Хиподрума","PM2.5","ug/m3","23.08.2014","28.64360809326172"
"София - Хиподрума","PM2.5","ug/m3","24.08.2014","18.18508148193359"
"София - Хиподрума","PM2.5","ug/m3","25.08.2014","8.771363258361816"
"София - Хиподрума","PM2.5","ug/m3","26.08.2014","20.09377670288086"
"София - Хиподрума","PM2.5","ug/m3","27.08.2014","21.43978691101074"
"София - Хиподрума","PM2.5","ug/m3","28.08.2014","9.210450172424316"
"София - Хиподрума","PM2.5","ug/m3","29.08.2014","13.5130443572998"
"София - Хиподрума","PM2.5","ug/m3","30.08.2014","12.43817520141602"
"София - Хиподрума","PM2.5","ug/m3","31.08.2014","11.86804103851318"
"София - Хиподрума","PM2.5","ug/m3","01.09.2014","17.91988372802734"
"София - Хиподрума","PM2.5","ug/m3","02.09.2014","26.11021614074707"
"София - Хиподрума","PM2.5","ug/m3","03.09.2014","13.38127613067627"
"София - Хиподрума","PM2.5","ug/m3","04.09.2014","9.970876693725586"
"София - Хиподрума","PM2.5","ug/m3","05.09.2014","0"
"София - Хиподрума","PM2.5","ug/m3","08.09.2014","0"
"София - Хиподрума","PM2.5","ug/m3","09.09.2014","20.77863121032715"
"София - Хиподрума","PM2.5","ug/m3","10.09.2014","22.11116790771484"
"София - Хиподрума","PM2.5","ug/m3","11.09.2014","22.97167205810547"
"София - Хиподрума","PM2.5","ug/m3","12.09.2014","25.02298736572266"
"София - Хиподрума","PM2.5","ug/m3","13.09.2014","24.6529483795166"
"София - Хиподрума","PM2.5","ug/m3","14.09.2014","22.37893676757812"
"София - Хиподрума","PM2.5","ug/m3","15.09.2014","21.44082832336426"
"София - Хиподрума","PM2.5","ug/m3","16.09.2014","8.314572334289551"
"София - Хиподрума","PM2.5","ug/m3","17.09.2014","14.70809841156006"
"София - Хиподрума","PM2.5","ug/m3","18.09.2014","20.93051147460938"
"София - Хиподрума","PM2.5","ug/m3","19.09.2014","20.54104804992676"
"София - Хиподрума","PM2.5","ug/m3","20.09.2014","22.4456901550293"
"София - Хиподрума","PM2.5","ug/m3","21.09.2014","14.42131996154785"
"София - Хиподрума","PM2.5","ug/m3","22.09.2014","0"
"София - Хиподрума","PM2.5","ug/m3","23.09.2014","0"
"София - Хиподрума","PM2.5","ug/m3","24.09.2014","11.18795204162598"
"София - Хиподрума","PM2.5","ug/m3","25.09.2014","20.21622085571289"
"София - Хиподрума","PM2.5","ug/m3","26.09.2014","19.96690940856934"
"София - Хиподрума","PM2.5","ug/m3","27.09.2014","12.85663509368896"
"София - Хиподрума","PM2.5","ug/m3","28.09.2014","11.95232772827148"
"София - Хиподрума","PM2.5","ug/m3","29.09.2014","19.27297973632812"
"София - Хиподрума","PM2.5","ug/m3","30.09.2014","21.56268501281738"
"София - Хиподрума","PM2.5","ug/m3","01.10.2014","21.35049438476562"
"София - Хиподрума","PM2.5","ug/m3","02.10.2014","26.34173202514648"
"София - Хиподрума","PM2.5","ug/m3","03.10.2014","20.62131309509277"
"София - Хиподрума","PM2.5","ug/m3","04.10.2014","16.79820251464844"
"София - Хиподрума","PM2.5","ug/m3","05.10.2014","20.52083969116211"
"София - Хиподрума","PM2.5","ug/m3","06.10.2014","29.2020320892334"
"София - Хиподрума","PM2.5","ug/m3","07.10.2014","0"
"София - Хиподрума","PM2.5","ug/m3","08.10.2014","0"
"София - Хиподрума","PM2.5","ug/m3","09.10.2014","22.62808609008789"
"София - Хиподрума","PM2.5","ug/m3","10.10.2014","23.02774620056152"
"София - Хиподрума","PM2.5","ug/m3","11.10.2014","23.01540374755859"
"София - Хиподрума","PM2.5","ug/m3","12.10.2014","29.07712364196777"
"София - Хиподрума","PM2.5","ug/m3","13.10.2014","30.47768402099609"
"София - Хиподрума","PM2.5","ug/m3","14.10.2014","36.25276565551758"
"София - Хиподрума","PM2.5","ug/m3","15.10.2014","32.04964065551758"
"София - Хиподрума","PM2.5","ug/m3","16.10.2014","15.40279006958008"
"София - Хиподрума","PM2.5","ug/m3","17.10.2014","11.54279136657715"
"София - Хиподрума","PM2.5","ug/m3","18.10.2014","7.581018924713135"
"София - Хиподрума","PM2.5","ug/m3","19.10.2014","15.62545394897461"
"София - Хиподрума","PM2.5","ug/m3","20.10.2014","22.08034324645996"
"София - Хиподрума","PM2.5","ug/m3","21.10.2014","23.55844497680664"
"София - Хиподрума","PM2.5","ug/m3","22.10.2014","26.1351146697998"
"София - Хиподрума","PM2.5","ug/m3","23.10.2014","5.169224262237549"
"София - Хиподрума","PM2.5","ug/m3","24.10.2014","8.369301795959473"
"София - Хиподрума","PM2.5","ug/m3","25.10.2014","4.13771390914917"
"София - Хиподрума","PM2.5","ug/m3","26.10.2014","9.027458190917969"
"София - Хиподрума","PM2.5","ug/m3","27.10.2014","16.48000335693359"
"София - Хиподрума","PM2.5","ug/m3","28.10.2014","24.039306640625"
"София - Хиподрума","PM2.5","ug/m3","29.10.2014","19.79984664916992"
"София - Хиподрума","PM2.5","ug/m3","30.10.2014","27.64933776855469"
"София - Хиподрума","PM2.5","ug/m3","31.10.2014","40.01081466674805"
"София - Хиподрума","PM2.5","ug/m3","01.11.2014","32.20279312133789"
"София - Хиподрума","PM2.5","ug/m3","02.11.2014","32.09819793701172"
"София - Хиподрума","PM2.5","ug/m3","03.11.2014","44.85633850097656"
"София - Хиподрума","PM2.5","ug/m3","04.11.2014","0"
"София - Хиподрума","PM2.5","ug/m3","05.11.2014","70.31494140625"
"София - Хиподрума","PM2.5","ug/m3","06.11.2014","63.69403457641602"
"София - Хиподрума","PM2.5","ug/m3","07.11.2014","58.93819808959961"
"София - Хиподрума","PM2.5","ug/m3","08.11.2014","50.68075561523438"
"София - Хиподрума","PM2.5","ug/m3","09.11.2014","41.2979621887207"
"София - Хиподрума","PM2.5","ug/m3","10.11.2014","59.32781219482422"
"София - Хиподрума","PM2.5","ug/m3","11.11.2014","69.43836212158203"
"София - Хиподрума","PM2.5","ug/m3","12.11.2014","26.59626007080078"
"София - Хиподрума","PM2.5","ug/m3","13.11.2014","23.72797584533691"
"София - Хиподрума","PM2.5","ug/m3","14.11.2014","14.06528282165527"
"София - Хиподрума","PM2.5","ug/m3","15.11.2014","11.89272880554199"
"София - Хиподрума","PM2.5","ug/m3","16.11.2014","13.41573047637939"
"София - Хиподрума","PM2.5","ug/m3","17.11.2014","20.68436813354492"
"София - Хиподрума","PM2.5","ug/m3","18.11.2014","36.79366683959961"
"София - Хиподрума","PM2.5","ug/m3","19.11.2014","19.8855094909668"
"София - Хиподрума","PM2.5","ug/m3","20.11.2014","8.799257278442383"
"София - Хиподрума","PM2.5","ug/m3","21.11.2014","13.16234874725342"
"София - Хиподрума","PM2.5","ug/m3","22.11.2014","14.82193374633789"
"София - Хиподрума","PM2.5","ug/m3","23.11.2014","17.3832893371582"
"София - Хиподрума","PM2.5","ug/m3","24.11.2014","19.31512260437012"
"София - Хиподрума","PM2.5","ug/m3","25.11.2014","21.59015655517578"
"София - Хиподрума","PM2.5","ug/m3","26.11.2014","34.06591033935547"
"София - Хиподрума","PM2.5","ug/m3","27.11.2014","45.3765983581543"
"София - Хиподрума","PM2.5","ug/m3","28.11.2014","59.93312454223633"
"София - Хиподрума","PM2.5","ug/m3","29.11.2014","117.7411804199219"
"София - Хиподрума","PM2.5","ug/m3","30.11.2014","53.94826507568359"
"София - Хиподрума","PM2.5","ug/m3","01.12.2014","10.28237342834473"
"София - Хиподрума","PM2.5","ug/m3","02.12.2014","6.187474727630615"
"София - Хиподрума","PM2.5","ug/m3","03.12.2014","10.56929111480713"
"София - Хиподрума","PM2.5","ug/m3","04.12.2014","33.50030899047852"
"София - Хиподрума","PM2.5","ug/m3","05.12.2014","22.89874839782715"
"София - Хиподрума","PM2.5","ug/m3","06.12.2014","10.64518451690674"
"София - Хиподрума","PM2.5","ug/m3","07.12.2014","29.00324058532715"
"София - Хиподрума","PM2.5","ug/m3","08.12.2014","21.37800025939941"
"София - Хиподрума","PM2.5","ug/m3","09.12.2014","18.50914001464844"
"София - Хиподрума","PM2.5","ug/m3","10.12.2014","14.84348297119141"
"София - Хиподрума","PM2.5","ug/m3","11.12.2014","53.83349609375"
"София - Хиподрума","PM2.5","ug/m3","12.12.2014","40.70542526245117"
"София - Хиподрума","PM2.5","ug/m3","13.12.2014","69.12734985351562"
"София - Хиподрума","PM2.5","ug/m3","14.12.2014","66.04286956787109"
"София - Хиподрума","PM2.5","ug/m3","15.12.2014","81.98362731933594"
"София - Хиподрума","PM2.5","ug/m3","16.12.2014","125.3810272216797"
"София - Хиподрума","PM2.5","ug/m3","17.12.2014","220.4214477539062"
"София - Хиподрума","PM2.5","ug/m3","18.12.2014","0"
"София - Хиподрума","PM2.5","ug/m3","19.12.2014","0"
"София - Хиподрума","PM2.5","ug/m3","20.12.2014","51.42686462402344"
"София - Хиподрума","PM2.5","ug/m3","21.12.2014","22.69688987731934"
"София - Хиподрума","PM2.5","ug/m3","22.12.2014","16.75373458862305"
"София - Хиподрума","PM2.5","ug/m3","23.12.2014","41.36749649047852"
"София - Хиподрума","PM2.5","ug/m3","24.12.2014","101.322868347168"
"София - Хиподрума","PM2.5","ug/m3","25.12.2014","105.0837173461914"
"София - Хиподрума","PM2.5","ug/m3","26.12.2014","37.9201774597168"
"София - Хиподрума","PM2.5","ug/m3","27.12.2014","20.9963264465332"
"София - Хиподрума","PM2.5","ug/m3","28.12.2014","55.29870986938477"
"София - Хиподрума","PM2.5","ug/m3","29.12.2014","26.09783935546875"
"София - Хиподрума","PM2.5","ug/m3","30.12.2014","23.16429138183594"
"София - Хиподрума","PM2.5","ug/m3","31.12.2014","21.31434631347656"
"София - Хиподрума","PM2.5","ug/m3","01.01.2015","46.18192672729492"
"София - Хиподрума","PM2.5","ug/m3","02.01.2015","32.80154418945312"
"София - Хиподрума","PM2.5","ug/m3","03.01.2015","36.00830459594727"
"София - Хиподрума","PM2.5","ug/m3","04.01.2015","36.86557388305664"
"София - Хиподрума","PM2.5","ug/m3","05.01.2015","11.91794300079346"
"София - Хиподрума","PM2.5","ug/m3","06.01.2015","18.99304389953613"
"София - Хиподрума","PM2.5","ug/m3","07.01.2015","22.51802253723145"
"София - Хиподрума","PM2.5","ug/m3","08.01.2015","92.40053558349609"
"София - Хиподрума","PM2.5","ug/m3","09.01.2015","155.1845550537109"
"София - Хиподрума","PM2.5","ug/m3","10.01.2015","23.57040786743164"
"София - Хиподрума","PM2.5","ug/m3","11.01.2015","33.808349609375"
"София - Хиподрума","PM2.5","ug/m3","12.01.2015","10.51956939697266"
"София - Хиподрума","PM2.5","ug/m3","13.01.2015","95.91970062255859"
"София - Хиподрума","PM2.5","ug/m3","14.01.2015","205.0157928466797"
"София - Хиподрума","PM2.5","ug/m3","15.01.2015","116.6192016601562"
"София - Хиподрума","PM2.5","ug/m3","16.01.2015","111.6184234619141"
"София - Хиподрума","PM2.5","ug/m3","17.01.2015","156.8172302246094"
"София - Хиподрума","PM2.5","ug/m3","18.01.2015","232.0089111328125"
"София - Хиподрума","PM2.5","ug/m3","19.01.2015","80.01622009277344"
"София - Хиподрума","PM2.5","ug/m3","20.01.2015","72.62776184082031"
"София - Хиподрума","PM2.5","ug/m3","21.01.2015","61.74825668334961"
"София - Хиподрума","PM2.5","ug/m3","22.01.2015","38.74027252197266"
"София - Хиподрума","PM2.5","ug/m3","23.01.2015","21.97341918945312"
"София - Хиподрума","PM2.5","ug/m3","24.01.2015","21.45135116577148"
"София - Хиподрума","PM2.5","ug/m3","25.01.2015","17.38649940490723"
"София - Хиподрума","PM2.5","ug/m3","26.01.2015","20.2831916809082"
"София - Хиподрума","PM2.5","ug/m3","27.01.2015","22.05241394042969"
"София - Хиподрума","PM2.5","ug/m3","28.01.2015","20.36659240722656"
"София - Хиподрума","PM2.5","ug/m3","29.01.2015","29.84979248046875"
"София - Хиподрума","PM2.5","ug/m3","30.01.2015","17.76369476318359"
"София - Хиподрума","PM2.5","ug/m3","31.01.2015","5.27047061920166"
"София - Хиподрума","PM2.5","ug/m3","01.02.2015","8.782258987426758"
"София - Хиподрума","PM2.5","ug/m3","02.02.2015","10.4585599899292"
"София - Хиподрума","PM2.5","ug/m3","03.02.2015","26.07100296020508"
"София - Хиподрума","PM2.5","ug/m3","04.02.2015","41.36742782592773"
"София - Хиподрума","PM2.5","ug/m3","05.02.2015","23.06718254089355"
