,temp_min,temp_max,pressure,humidity,wind_speed,rain_24h,snow_3h,clouds_all,temp_cent,temp_max_cent,temp_min_cent,date_format,location,type,value,season,value_tomorrow
6,296.3,303.15,1021.0,20.0,6.0,,,0.0,31.0,31.0,24.150000000000034,01.10.2012,Дружба,NO2,17.15560150146484,autumn,36.502540588378906
7,296.3,303.15,1021.0,20.0,6.0,,,0.0,31.0,31.0,24.150000000000034,01.10.2012,Павлово,NO2,36.502540588378906,autumn,25.72478485107422
8,296.3,303.15,1021.0,20.0,6.0,,,0.0,31.0,31.0,24.150000000000034,01.10.2012,Надежда,NO2,25.72478485107422,autumn,59.916648864746094
9,296.3,303.15,1021.0,20.0,6.0,,,0.0,31.0,31.0,24.150000000000034,01.10.2012,Орлов мост,NO2,59.916648864746094,autumn,38.41078567504883
10,296.3,303.15,1021.0,20.0,6.0,,,0.0,31.0,31.0,24.150000000000034,01.10.2012,Хиподрума,NO2,38.41078567504883,autumn,3.9078054428100586
11,296.3,303.15,1021.0,20.0,6.0,,,0.0,31.0,31.0,24.150000000000034,01.10.2012,Копитото,NO2,3.9078054428100586,autumn,19.4438419342041
19,290.505,296.00000000000006,1021.4,42.7,4.7,,,0.0,23.2,23.85,18.355000000000025,02.10.2012,Дружба,NO2,19.4438419342041,autumn,57.154090881347656
20,290.505,296.00000000000006,1021.4,42.7,4.7,,,0.0,23.2,23.85,18.355000000000025,02.10.2012,Павлово,NO2,57.154090881347656,autumn,29.96932792663574
21,290.505,296.00000000000006,1021.4,42.7,4.7,,,0.0,23.2,23.85,18.355000000000025,02.10.2012,Надежда,NO2,29.96932792663574,autumn,68.79173278808594
22,290.505,296.00000000000006,1021.4,42.7,4.7,,,0.0,23.2,23.85,18.355000000000025,02.10.2012,Орлов мост,NO2,68.79173278808594,autumn,60.57925033569336
23,290.505,296.00000000000006,1021.4,42.7,4.7,,,0.0,23.2,23.85,18.355000000000025,02.10.2012,Хиподрума,NO2,60.57925033569336,autumn,7.470564842224121
24,290.505,296.00000000000006,1021.4,42.7,4.7,,,0.0,23.2,23.85,18.355000000000025,02.10.2012,Копитото,NO2,7.470564842224121,autumn,18.41831207275391
32,290.79157894736835,297.30473684210534,1018.3157894736842,54.73684210526316,2.0526315789473686,,,5.2631578947368425,21.210526315789473,25.15473684210529,18.641578947368437,03.10.2012,Дружба,NO2,18.41831207275391,autumn,20.96724700927734
33,290.79157894736835,297.30473684210534,1018.3157894736842,54.73684210526316,2.0526315789473686,,,5.2631578947368425,21.210526315789473,25.15473684210529,18.641578947368437,03.10.2012,Павлово,NO2,20.96724700927734,autumn,17.91879653930664
34,290.79157894736835,297.30473684210534,1018.3157894736842,54.73684210526316,2.0526315789473686,,,5.2631578947368425,21.210526315789473,25.15473684210529,18.641578947368437,03.10.2012,Надежда,NO2,17.91879653930664,autumn,40.706382751464844
35,290.79157894736835,297.30473684210534,1018.3157894736842,54.73684210526316,2.0526315789473686,,,5.2631578947368425,21.210526315789473,25.15473684210529,18.641578947368437,03.10.2012,Орлов мост,NO2,40.706382751464844,autumn,26.15422630310059
36,290.79157894736835,297.30473684210534,1018.3157894736842,54.73684210526316,2.0526315789473686,,,5.2631578947368425,21.210526315789473,25.15473684210529,18.641578947368437,03.10.2012,Хиподрума,NO2,26.15422630310059,autumn,4.189465045928955
37,290.79157894736835,297.30473684210534,1018.3157894736842,54.73684210526316,2.0526315789473686,,,5.2631578947368425,21.210526315789473,25.15473684210529,18.641578947368437,03.10.2012,Копитото,NO2,4.189465045928955,autumn,17.38535499572754
45,287.17333333333346,294.5085714285713,1017.047619047619,76.76190476190476,3.1904761904761907,,,40.04761904761905,19.285714285714285,22.35857142857144,15.02333333333336,04.10.2012,Дружба,NO2,17.38535499572754,autumn,20.417072296142578
46,287.17333333333346,294.5085714285713,1017.047619047619,76.76190476190476,3.1904761904761907,,,40.04761904761905,19.285714285714285,22.35857142857144,15.02333333333336,04.10.2012,Павлово,NO2,20.417072296142578,autumn,14.00589084625244
47,287.17333333333346,294.5085714285713,1017.047619047619,76.76190476190476,3.1904761904761907,,,40.04761904761905,19.285714285714285,22.35857142857144,15.02333333333336,04.10.2012,Надежда,NO2,14.00589084625244,autumn,30.67326164245605
48,287.17333333333346,294.5085714285713,1017.047619047619,76.76190476190476,3.1904761904761907,,,40.04761904761905,19.285714285714285,22.35857142857144,15.02333333333336,04.10.2012,Орлов мост,NO2,30.67326164245605,autumn,27.0438346862793
49,287.17333333333346,294.5085714285713,1017.047619047619,76.76190476190476,3.1904761904761907,,,40.04761904761905,19.285714285714285,22.35857142857144,15.02333333333336,04.10.2012,Хиподрума,NO2,27.0438346862793,autumn,3.1397800445556636
50,287.17333333333346,294.5085714285713,1017.047619047619,76.76190476190476,3.1904761904761907,,,40.04761904761905,19.285714285714285,22.35857142857144,15.02333333333336,04.10.2012,Копитото,NO2,3.1397800445556636,autumn,20.96180534362793
58,284.425,290.78399999999993,1017.0,61.35,3.0,,,4.7,18.4,18.634000000000004,12.275000000000025,05.10.2012,Дружба,NO2,20.96180534362793,autumn,44.94169998168945
59,284.425,290.78399999999993,1017.0,61.35,3.0,,,4.7,18.4,18.634000000000004,12.275000000000025,05.10.2012,Павлово,NO2,44.94169998168945,autumn,22.520587921142578
60,284.425,290.78399999999993,1017.0,61.35,3.0,,,4.7,18.4,18.634000000000004,12.275000000000025,05.10.2012,Надежда,NO2,22.520587921142578,autumn,54.36674118041992
61,284.425,290.78399999999993,1017.0,61.35,3.0,,,4.7,18.4,18.634000000000004,12.275000000000025,05.10.2012,Орлов мост,NO2,54.36674118041992,autumn,44.53666687011719
62,284.425,290.78399999999993,1017.0,61.35,3.0,,,4.7,18.4,18.634000000000004,12.275000000000025,05.10.2012,Хиподрума,NO2,44.53666687011719,autumn,2.757075548171997
63,284.425,290.78399999999993,1017.0,61.35,3.0,,,4.7,18.4,18.634000000000004,12.275000000000025,05.10.2012,Копитото,NO2,2.757075548171997,autumn,18.6973705291748
71,283.74526315789484,290.71210526315787,1020.2631578947369,60.21052631578947,2.0526315789473686,,,1.0526315789473684,17.57894736842105,18.5621052631579,11.595263157894752,06.10.2012,Дружба,NO2,18.6973705291748,autumn,53.39153289794922
72,283.74526315789484,290.71210526315787,1020.2631578947369,60.21052631578947,2.0526315789473686,,,1.0526315789473684,17.57894736842105,18.5621052631579,11.595263157894752,06.10.2012,Павлово,NO2,53.39153289794922,autumn,36.17311477661133
73,283.74526315789484,290.71210526315787,1020.2631578947369,60.21052631578947,2.0526315789473686,,,1.0526315789473684,17.57894736842105,18.5621052631579,11.595263157894752,06.10.2012,Надежда,NO2,36.17311477661133,autumn,68.90665435791016
74,283.74526315789484,290.71210526315787,1020.2631578947369,60.21052631578947,2.0526315789473686,,,1.0526315789473684,17.57894736842105,18.5621052631579,11.595263157894752,06.10.2012,Орлов мост,NO2,68.90665435791016,autumn,61.4169807434082
75,283.74526315789484,290.71210526315787,1020.2631578947369,60.21052631578947,2.0526315789473686,,,1.0526315789473684,17.57894736842105,18.5621052631579,11.595263157894752,06.10.2012,Хиподрума,NO2,61.4169807434082,autumn,5.758790016174316
76,283.74526315789484,290.71210526315787,1020.2631578947369,60.21052631578947,2.0526315789473686,,,1.0526315789473684,17.57894736842105,18.5621052631579,11.595263157894752,06.10.2012,Копитото,NO2,5.758790016174316,autumn,18.41635704040527
84,285.60952380952375,291.36904761904754,1021.4285714285714,58.80952380952381,1.5238095238095237,,,0.9523809523809523,18.61904761904762,19.219047619047625,13.459523809523827,07.10.2012,Дружба,NO2,18.41635704040527,autumn,36.66898727416992
85,285.60952380952375,291.36904761904754,1021.4285714285714,58.80952380952381,1.5238095238095237,,,0.9523809523809523,18.61904761904762,19.219047619047625,13.459523809523827,07.10.2012,Павлово,NO2,36.66898727416992,autumn,27.75706481933594
86,285.60952380952375,291.36904761904754,1021.4285714285714,58.80952380952381,1.5238095238095237,,,0.9523809523809523,18.61904761904762,19.219047619047625,13.459523809523827,07.10.2012,Надежда,NO2,27.75706481933594,autumn,57.03694152832031
87,285.60952380952375,291.36904761904754,1021.4285714285714,58.80952380952381,1.5238095238095237,,,0.9523809523809523,18.61904761904762,19.219047619047625,13.459523809523827,07.10.2012,Орлов мост,NO2,57.03694152832031,autumn,45.76608657836914
88,285.60952380952375,291.36904761904754,1021.4285714285714,58.80952380952381,1.5238095238095237,,,0.9523809523809523,18.61904761904762,19.219047619047625,13.459523809523827,07.10.2012,Хиподрума,NO2,45.76608657836914,autumn,4.559597969055176
89,285.60952380952375,291.36904761904754,1021.4285714285714,58.80952380952381,1.5238095238095237,,,0.9523809523809523,18.61904761904762,19.219047619047625,13.459523809523827,07.10.2012,Копитото,NO2,4.559597969055176,autumn,15.541604995727539
